Order_ID,Customer_Name,Category,Sub_Category,City,Order_Date,Region,Sales,Discount,Profit,State,Month,Order_Year
OD2155,Esther,5,14,6,2016-07-12,1,1066,0.33,319.8,0,July,2016
OD2156,Jonas,3,0,1,2016-09-08,1,1936,0.3,135.52,0,September,2016
OD2157,Ridhesh,1,13,13,2017-07-11,1,656,0.25,209.92,0,July,2017
OD2158,Vidya,4,19,11,2017-03-05,1,2052,0.32,266.76,0,March,2017
OD2159,Verma,0,2,13,2017-07-02,1,1589,0.34,301.91,0,July,2017
OD2162,Adavan,5,22,6,2018-10-12,1,550,0.21,132.0,0,October,2018
OD2171,Veena,2,15,15,2018-07-07,1,1459,0.1,554.42,0,July,2018
OD2172,Yadav,3,7,19,2018-01-12,1,1000,0.18,100.0,0,January,2018
OD2173,Krithika,5,22,8,2018-07-07,1,704,0.34,295.68,0,July,2018
OD2178,Veronica,4,12,23,2018-08-12,1,1026,0.19,266.76,0,August,2018
OD2182,Jackson,1,13,6,2016-05-11,1,2120,0.23,551.2,0,May,2016
OD2183,Sheeba,0,3,15,2016-11-07,1,2241,0.33,694.71,0,November,2016
OD2185,Verma,2,10,1,2016-07-12,1,2253,0.33,901.2,0,July,2016
OD2186,Willams,1,21,6,2018-03-08,1,523,0.18,62.76,0,March,2018
OD2188,Verma,1,21,5,2017-03-05,1,1929,0.21,231.48,0,March,2017
OD2191,Ganesh,1,21,17,2018-09-09,1,2350,0.21,470.0,0,September,2018
OD2192,Sudeep,4,19,8,2016-05-04,1,1213,0.17,266.86,0,May,2016
OD2193,Ram,2,10,8,2018-01-06,1,1924,0.11,538.72,0,January,2018
OD2195,Veena,1,13,20,2017-10-11,1,693,0.31,55.44,0,October,2017
OD2197,Harish,0,2,23,2017-10-06,1,809,0.14,218.43,0,October,2017
OD2199,Surya,1,13,9,2018-10-12,1,2371,0.12,308.23,0,October,2018
OD2201,Komal,3,20,6,2018-01-06,1,2240,0.3,291.2,0,January,2018
OD2202,Suresh,5,22,19,2018-09-09,1,1170,0.13,70.2,0,September,2018
OD2207,Anu,5,8,15,2016-05-11,1,1087,0.3,413.06,0,May,2016
OD2208,Sabeela,2,4,10,2018-09-09,1,1768,0.26,300.56,0,September,2018
OD2209,Ganesh,3,7,1,2016-11-07,1,1088,0.31,282.88,0,November,2016
OD2211,Kumar,4,19,3,2016-11-07,1,919,0.27,119.47,0,November,2016
OD2216,Sudeep,6,5,22,2016-11-12,3,2000,0.17,400.0,0,November,2016
OD2217,Vince,1,13,15,2017-06-06,3,636,0.22,203.52,0,June,2017
OD2220,Ramesh,4,11,4,2018-02-12,3,2019,0.25,524.94,0,February,2018
OD2221,Ramesh,2,4,12,2017-06-06,3,2359,0.33,424.62,0,June,2017
OD2222,Krithika,2,4,21,2017-06-06,3,1678,0.12,587.3,0,June,2017
OD2223,Vince,3,7,8,2015-12-08,3,2291,0.14,458.2,0,December,2015
OD2225,Malik,2,9,3,2017-06-06,3,2112,0.3,485.76,0,June,2017
OD2226,Sheeba,5,14,19,2017-05-05,3,2251,0.12,540.24,0,May,2017
OD2228,Vidya,1,13,12,2016-02-11,3,1366,0.13,478.1,0,February,2016
OD2231,Yadav,1,21,8,2017-12-02,3,2222,0.33,177.76,0,December,2017
OD2240,Aditi,0,3,11,2018-06-05,3,1622,0.12,81.1,0,June,2018
OD2241,Sharon,0,1,0,2017-12-02,3,703,0.18,246.05,0,December,2017
OD2246,Willams,1,21,19,2017-01-05,3,2478,0.1,941.64,0,January,2017
OD2251,Aditi,3,7,21,2018-01-05,3,1149,0.22,103.41,0,January,2018
OD2257,Akash,4,11,0,2018-09-04,3,1710,0.22,307.8,0,September,2018
OD2258,Vidya,5,14,11,2018-09-04,3,2138,0.17,897.96,0,September,2018
OD2261,Ramesh,2,4,21,2017-09-08,3,1652,0.26,627.76,0,September,2017
OD2262,Verma,5,22,6,2018-09-10,3,1676,0.26,603.36,0,September,2018
OD2269,Shree,6,16,10,2017-09-08,3,854,0.3,324.52,0,September,2017
OD2270,Roshan,0,2,21,2018-09-04,3,1052,0.13,105.2,0,September,2018
OD2271,Sabeela,6,6,14,2017-01-05,3,814,0.14,113.96,0,January,2017
OD2276,Jackson,0,3,6,2018-07-09,4,611,0.19,30.55,0,July,2018
OD2279,Sheeba,6,5,20,2017-10-11,4,1557,0.29,498.24,0,October,2017
OD2283,Suresh,3,18,7,2018-01-10,4,1069,0.35,224.49,0,January,2018
OD2286,Sudha,2,15,17,2017-04-07,4,1937,0.19,116.22,0,April,2017
OD2287,Mathew,1,13,8,2017-03-07,4,1465,0.29,336.95,0,March,2017
OD2288,Alan,6,6,1,2017-05-09,4,1375,0.18,426.25,0,May,2017
OD2289,Ravi,3,7,11,2016-12-12,4,1450,0.13,435.0,0,December,2016
OD2292,Hussain,4,17,5,2017-03-07,4,609,0.13,164.43,0,March,2017
OD2293,Aditi,4,17,10,2017-05-09,4,2306,0.22,899.34,0,May,2017
OD2295,Hussain,3,0,14,2017-03-01,4,1241,0.2,260.61,0,March,2017
OD2296,Kumar,0,3,21,2016-04-10,4,575,0.15,40.25,0,April,2016
OD2300,Peer,1,21,18,2018-12-08,4,1976,0.33,276.64,0,December,2018
OD2301,Vidya,2,15,9,2018-11-06,4,2147,0.22,751.45,0,November,2018
OD2306,Adavan,5,14,5,2015-07-12,4,2068,0.14,372.24,0,July,2015
OD2308,Amrish,3,0,13,2016-03-05,4,1702,0.19,221.26,0,March,2016
OD2309,Haseena,5,14,1,2015-07-03,4,2014,0.27,463.22,0,July,2015
OD2312,Yusuf,3,18,6,2017-08-05,4,685,0.14,226.05,0,August,2017
OD2313,Willams,2,9,5,2017-12-04,4,1507,0.11,587.73,0,December,2017
OD2317,Sabeela,0,2,6,2018-08-12,4,1657,0.27,347.97,0,August,2018
OD2321,Peer,0,2,14,2015-07-03,4,578,0.21,225.42,0,July,2015
OD2324,Hafiz,5,8,2,2017-03-11,4,713,0.27,71.3,0,March,2017
OD2326,Ridhesh,0,1,4,2017-05-06,4,1438,0.22,86.28,0,May,2017
OD2332,Verma,2,9,14,2015-11-10,4,2052,0.29,287.28,0,November,2015
OD2334,Verma,5,14,7,2017-04-07,4,1936,0.29,348.48,0,April,2017
OD2335,Ram,6,16,4,2018-10-06,4,894,0.32,169.86,0,October,2018
OD2340,Aditi,6,5,18,2018-09-10,4,1717,0.25,291.89,0,September,2018
OD2341,Shree,3,18,4,2016-08-09,4,2069,0.29,558.63,0,August,2016
OD2343,James,3,20,21,2015-05-12,4,2232,0.14,848.16,0,May,2015
OD2345,Anu,3,0,8,2018-08-07,4,629,0.11,69.19,0,August,2018
OD2347,Veena,5,22,5,2016-08-09,4,1998,0.26,459.54,0,August,2016
OD2351,Rumaiza,3,7,3,2017-03-11,4,1880,0.31,206.8,0,March,2017
OD2353,Harish,2,15,23,2016-12-12,4,609,0.16,60.9,0,December,2016
OD2356,Jonas,2,9,23,2018-08-12,4,1637,0.15,540.21,0,August,2018
OD2359,Surya,1,13,19,2016-01-11,4,1630,0.23,342.3,0,January,2016
OD2361,Amy,2,9,22,2018-01-10,4,1080,0.11,108.0,0,January,2018
OD2364,Komal,2,10,18,2017-05-09,4,960,0.22,393.6,0,May,2017
OD2366,Sundar,6,5,1,2016-12-12,4,1715,0.25,102.9,0,December,2016
OD2367,Haseena,5,22,16,2017-05-11,4,1495,0.35,523.25,0,May,2017
OD2368,James,4,17,1,2016-03-05,4,1751,0.23,472.77,0,March,2016
OD2369,Surya,4,12,2,2016-03-05,4,744,0.18,96.72,0,March,2016
OD2377,Arutra,4,19,11,2016-02-10,4,1520,0.21,608.0,0,February,2016
OD2378,Shah,4,19,19,2017-12-04,4,1941,0.27,854.04,0,December,2017
OD2381,Sudeep,2,4,5,2015-01-08,4,772,0.27,54.04,0,January,2015
OD2382,Kumar,6,16,10,2016-06-11,4,683,0.22,157.09,0,June,2016
OD2385,Peer,2,4,20,2016-02-10,4,1450,0.18,72.5,0,February,2016
OD2387,Willams,5,14,7,2017-05-05,4,1382,0.21,248.76,0,May,2017
OD2397,Akash,2,10,21,2017-05-06,4,2181,0.34,719.73,0,May,2017
OD2399,Veena,1,21,14,2018-05-05,4,1839,0.24,717.21,0,May,2018
OD2400,Jackson,1,21,23,2018-01-10,4,1148,0.2,482.16,0,January,2018
OD2402,Harish,0,1,12,2016-06-11,4,2484,0.32,968.76,0,June,2016
OD2403,Alan,5,22,4,2017-02-10,4,1203,0.35,132.33,0,February,2017
OD2404,Shah,1,21,2,2017-03-11,4,1841,0.13,405.02,0,March,2017
OD2405,Harish,4,11,16,2018-05-05,4,1063,0.14,74.41,0,May,2018
OD2407,Sharon,1,13,1,2017-02-09,0,2186,0.26,371.62,0,February,2017
OD2408,Roshan,6,5,5,2017-12-08,0,2215,0.21,221.5,0,December,2017
OD2410,Ram,6,6,23,2016-04-04,0,928,0.28,120.64,0,April,2016
OD2411,Arvind,3,18,15,2018-05-03,0,1621,0.23,697.03,0,May,2018
OD2412,Surya,0,1,13,2017-02-09,0,1365,0.34,204.75,0,February,2017
OD2413,Vince,5,14,0,2016-04-04,0,912,0.24,54.72,0,April,2016
OD2414,Roshan,3,7,19,2018-05-03,0,1641,0.24,361.02,0,May,2018
OD2415,Sundar,6,16,20,2018-05-03,0,637,0.18,203.84,0,May,2018
OD2416,Sudeep,3,20,14,2018-05-03,0,2306,0.34,1037.7,0,May,2018
OD2419,Amy,3,0,15,2018-05-03,0,2435,0.27,365.25,0,May,2018
OD2420,Yusuf,0,1,2,2017-06-10,0,2079,0.1,270.27,0,June,2017
OD2421,Vidya,6,16,2,2018-07-11,0,2219,0.16,976.36,0,July,2018
OD2422,Amrish,6,16,5,2016-04-04,0,1783,0.14,392.26,0,April,2016
OD2423,Arutra,1,13,16,2017-05-11,0,2014,0.14,382.66,0,May,2017
OD2424,Rumaiza,5,8,4,2017-01-10,0,662,0.24,132.4,0,January,2017
OD2427,Sundar,6,5,17,2018-06-10,0,1012,0.34,172.04,0,June,2018
OD2429,Sabeela,3,7,8,2018-11-12,0,2132,0.16,533.0,0,November,2018
OD2431,Adavan,5,22,17,2018-10-04,0,1239,0.34,223.02,0,October,2018
OD2435,Jackson,2,15,21,2018-06-10,0,907,0.18,353.73,0,June,2018
OD2438,Vidya,5,14,10,2015-05-07,0,1092,0.13,283.92,0,May,2015
OD2439,Ravi,4,11,16,2016-11-12,0,1251,0.1,137.61,0,November,2016
OD2440,Veena,6,5,19,2015-12-11,0,1031,0.28,350.54,0,December,2015
OD2442,Sharon,1,13,12,2016-08-07,0,577,0.29,259.65,0,August,2016
OD2445,Hafiz,2,15,2,2017-04-10,0,1747,0.2,454.22,0,April,2017
OD2448,Shree,3,20,12,2015-05-07,0,1848,0.17,332.64,0,May,2015
OD2451,Verma,5,8,19,2016-02-07,0,2375,0.31,760.0,0,February,2016
OD2453,Vidya,5,22,14,2018-05-05,1,630,0.12,94.5,0,May,2018
OD2456,James,0,2,6,2018-10-09,1,732,0.15,300.12,0,October,2018
OD2457,Arutra,0,2,8,2016-07-09,1,1254,0.23,313.5,0,July,2016
OD2461,Peer,2,15,13,2018-10-12,1,2089,0.32,396.91,0,October,2018
OD2462,Krithika,4,17,12,2016-05-03,1,2126,0.13,403.94,0,May,2016
OD2466,Amy,6,5,11,2017-04-06,1,1306,0.11,130.6,0,April,2017
OD2467,Mathew,4,12,17,2017-02-05,1,1079,0.32,151.06,0,February,2017
OD2471,Vidya,5,22,12,2016-05-03,1,1423,0.28,583.43,0,May,2016
OD2473,Arvind,0,3,7,2015-03-09,1,1526,0.22,595.14,0,March,2015
OD2474,Jonas,0,3,16,2018-10-12,1,1541,0.29,169.51,0,October,2018
OD2481,Shah,5,14,3,2015-03-10,1,2455,0.16,368.25,0,March,2015
OD2483,Haseena,2,4,9,2017-08-05,1,1797,0.29,610.98,0,August,2017
OD2484,Arvind,5,8,17,2017-08-05,1,649,0.22,181.72,0,August,2017
OD2486,Ridhesh,1,13,21,2017-08-05,1,2100,0.14,399.0,0,August,2017
OD2489,Sharon,0,1,2,2015-02-05,1,2463,0.13,714.27,0,February,2015
OD2490,Sabeela,2,9,10,2017-02-05,1,2136,0.16,833.04,0,February,2017
OD2492,Hafiz,5,22,14,2016-09-11,1,2202,0.19,748.68,0,September,2016
OD2493,Arutra,5,14,14,2017-08-05,1,1657,0.1,182.27,0,August,2017
OD2497,Shah,1,21,5,2015-03-10,1,963,0.29,144.45,0,March,2015
OD2498,Kumar,1,21,21,2018-10-06,1,1266,0.22,557.04,0,October,2018
OD2499,Akash,6,16,1,2016-06-12,1,874,0.12,384.56,0,June,2016
OD2501,Adavan,1,13,6,2015-10-10,1,2440,0.24,512.4,0,October,2015
OD2507,Esther,2,10,6,2017-01-07,3,2439,0.23,512.19,0,January,2017
OD2508,Roshan,3,0,18,2017-01-07,3,880,0.15,61.6,0,January,2017
OD2509,Verma,4,11,7,2017-01-07,3,1232,0.3,492.8,0,January,2017
OD2512,Surya,2,4,5,2017-07-02,3,704,0.18,112.64,0,July,2017
OD2514,Surya,6,5,10,2015-04-03,3,1304,0.24,417.28,0,April,2015
OD2519,Sudeep,3,0,8,2017-08-07,3,2412,0.13,940.68,0,August,2017
OD2522,Shree,3,7,23,2017-11-12,3,784,0.21,164.64,0,November,2017
OD2523,Ravi,6,5,12,2018-02-06,3,1073,0.12,311.17,0,February,2018
OD2526,Arvind,2,15,15,2018-06-05,3,771,0.14,185.04,0,June,2018
OD2533,Esther,2,15,8,2018-06-05,3,2260,0.24,542.4,0,June,2018
OD2535,Muneer,3,0,7,2017-11-12,4,2111,0.26,232.21,0,November,2017
OD2540,Vinne,6,16,7,2017-11-12,4,2495,0.31,499.0,0,November,2017
OD2542,Vidya,2,15,6,2017-11-12,4,1282,0.31,461.52,0,November,2017
OD2544,Veena,4,12,21,2016-04-06,4,888,0.18,71.04,0,April,2016
OD2545,Esther,5,8,23,2016-04-06,4,512,0.15,71.68,0,April,2016
OD2546,Shah,3,7,5,2017-08-10,4,696,0.2,118.32,0,August,2017
OD2556,Jonas,4,19,0,2018-11-05,4,2361,0.23,708.3,0,November,2018
OD2557,Ram,5,22,21,2018-11-06,4,2245,0.11,359.2,0,November,2018
OD2559,Haseena,0,2,17,2018-03-12,4,1666,0.26,299.88,0,March,2018
OD2560,Sharon,0,1,11,2018-11-09,4,2002,0.27,440.44,0,November,2018
OD2561,Hussain,3,0,4,2017-11-12,4,1097,0.2,131.64,0,November,2017
OD2566,Amrish,0,2,0,2017-04-11,4,1344,0.28,188.16,0,April,2017
OD2567,Sheeba,4,19,9,2016-05-11,4,1790,0.17,393.8,0,May,2016
OD2569,Haseena,5,22,6,2018-11-09,4,1355,0.18,311.65,0,November,2018
OD2574,Adavan,4,19,7,2018-11-05,4,1702,0.31,374.44,0,November,2018
OD2576,Ganesh,6,5,7,2016-05-04,4,1511,0.23,468.41,0,May,2016
OD2577,Veena,5,14,4,2018-11-09,4,1027,0.22,92.43,0,November,2018
OD2578,James,5,8,15,2017-11-12,4,1746,0.1,174.6,0,November,2017
OD2579,Mathew,4,17,5,2016-08-08,4,1278,0.17,319.5,0,August,2016
OD2580,Adavan,4,17,1,2016-08-08,4,585,0.26,175.5,0,August,2016
OD2581,Esther,5,8,18,2018-11-05,4,1083,0.25,108.3,0,November,2018
OD2582,Sundar,2,4,1,2017-11-12,4,1638,0.27,196.56,0,November,2017
OD2585,Arutra,6,5,5,2016-05-11,4,2002,0.18,740.74,0,May,2016
OD2587,Kumar,2,15,15,2017-11-12,4,1757,0.13,404.11,0,November,2017
OD2589,Veronica,4,17,4,2018-11-09,4,1279,0.33,76.74,0,November,2018
OD2590,Sudeep,4,19,20,2017-11-12,4,1495,0.15,478.4,0,November,2017
OD2592,Veronica,3,7,0,2017-08-03,4,2437,0.17,243.7,0,August,2017
OD2594,Surya,3,18,20,2016-10-07,4,1561,0.27,249.76,0,October,2016
OD2595,Shah,2,9,12,2018-02-12,4,1471,0.21,88.26,0,February,2018
OD2599,Arvind,4,12,4,2018-10-09,0,2266,0.34,181.28,0,October,2018
OD2601,Malik,3,18,21,2015-05-04,0,985,0.14,443.25,0,May,2015
OD2602,Ravi,3,0,16,2016-12-10,0,588,0.32,129.36,0,December,2016
OD2603,Shree,6,16,19,2015-11-02,0,1695,0.23,762.75,0,November,2015
OD2604,Sheeba,3,20,9,2016-03-09,0,2478,0.14,594.72,0,March,2016
OD2608,Haseena,1,13,22,2015-07-09,0,916,0.19,219.84,0,July,2015
OD2610,Amrish,2,10,4,2015-11-02,0,1772,0.3,230.36,0,November,2015
OD2611,Veronica,1,13,8,2018-10-09,0,1999,0.25,359.82,0,October,2018
OD2612,Sheeba,0,1,6,2015-05-04,0,2052,0.26,143.64,0,May,2015
OD2614,Sharon,0,2,7,2015-11-02,0,1151,0.3,368.32,0,November,2015
OD2615,Vince,2,4,2,2018-10-09,0,2134,0.2,533.5,0,October,2018
OD2616,Krithika,0,3,10,2018-10-09,0,864,0.11,267.84,0,October,2018
OD2617,Surya,5,8,8,2015-07-09,0,687,0.34,103.05,0,July,2015
OD2619,Sheeba,4,17,17,2017-03-08,0,1090,0.28,316.1,0,March,2017
OD2621,Ram,6,5,18,2015-11-02,0,2261,0.33,610.47,0,November,2015
OD2622,Komal,6,5,21,2018-09-12,0,2220,0.15,865.8,0,September,2018
OD2623,Shree,4,17,16,2018-10-09,0,2451,0.14,416.67,0,October,2018
OD2624,Verma,0,2,6,2018-11-11,0,2284,0.24,296.92,0,November,2018
OD2627,Sabeela,1,21,2,2018-09-12,0,2053,0.13,246.36,0,September,2018
OD2631,Ganesh,0,3,21,2018-09-12,0,1248,0.15,424.32,0,September,2018
OD2632,Veena,5,14,14,2015-05-04,0,1143,0.19,457.2,0,May,2015
OD2633,Peer,2,15,20,2018-01-04,0,1455,0.13,116.4,0,January,2018
OD2636,Amrish,3,7,0,2018-10-09,0,2174,0.2,673.94,0,October,2018
OD2641,Mathew,6,6,6,2015-05-04,0,1495,0.15,224.25,0,May,2015
OD2642,Komal,2,4,11,2018-01-04,0,1436,0.11,560.04,0,January,2018
OD2646,Shah,0,1,10,2018-09-04,0,1595,0.17,159.5,0,September,2018
OD2655,Ridhesh,2,15,21,2018-02-01,0,2066,0.21,723.1,0,February,2018
OD2659,Anu,2,4,0,2016-05-03,0,1381,0.33,524.78,0,May,2016
OD2660,Hafiz,5,22,11,2016-12-07,0,1413,0.32,113.04,0,December,2016
OD2661,Arvind,5,14,9,2016-03-01,0,2419,0.19,145.14,0,March,2016
OD2665,Mathew,5,14,1,2015-09-09,0,1818,0.23,745.38,0,September,2015
OD2666,Esther,1,21,15,2017-08-08,0,1319,0.35,435.27,0,August,2017
OD2672,Alan,3,20,0,2018-02-01,0,1482,0.17,474.24,0,February,2018
OD2674,Sudha,0,1,2,2018-11-09,0,1856,0.1,723.84,0,November,2018
OD2675,Rumaiza,1,21,18,2017-08-08,0,1245,0.28,423.3,0,August,2017
OD2678,Ravi,3,18,10,2018-05-02,0,1927,0.21,558.83,0,May,2018
OD2679,Ridhesh,6,5,21,2015-02-04,0,1134,0.22,272.16,0,February,2015
OD2685,Akash,6,5,14,2018-11-09,0,2262,0.1,135.72,0,November,2018
OD2686,Suresh,6,16,3,2018-09-10,0,1277,0.11,498.03,0,September,2018
OD2688,Aditi,6,6,5,2015-02-04,0,2023,0.33,202.3,0,February,2015
OD2690,Veena,0,3,0,2015-12-07,0,2303,0.29,713.93,0,December,2015
OD2692,Ramesh,1,13,10,2018-02-01,0,2216,0.21,487.52,0,February,2018
OD2693,Malik,4,11,19,2016-12-07,0,2144,0.11,536.0,0,December,2016
OD2694,James,5,8,9,2016-05-03,0,2168,0.34,281.84,0,May,2016
OD2695,Hafiz,2,15,2,2015-06-02,0,1863,0.14,726.57,0,June,2015
OD2698,Vince,1,21,5,2017-01-12,0,1281,0.15,64.05,0,January,2017
OD2699,Alan,4,12,2,2018-05-02,0,2430,0.16,170.1,0,May,2018
OD2700,Suresh,3,7,6,2016-05-03,0,2328,0.25,465.6,0,May,2016
OD2701,Shree,4,19,17,2018-02-12,0,2032,0.29,243.84,0,February,2018
OD2703,Anu,6,6,7,2015-12-09,0,501,0.11,100.2,0,December,2015
OD2708,Sheeba,2,9,7,2016-02-10,1,1678,0.19,486.62,0,February,2016
OD2710,Vidya,2,10,23,2018-01-11,1,2242,0.2,986.48,0,January,2018
OD2711,Arutra,4,17,11,2018-06-03,1,1892,0.24,340.56,0,June,2018
OD2712,Yadav,4,19,23,2018-02-09,1,1433,0.25,487.22,0,February,2018
OD2713,Anu,6,16,4,2016-08-08,1,1769,0.31,530.7,0,August,2016
OD2716,Hussain,4,12,19,2016-08-08,1,1894,0.16,833.36,0,August,2016
OD2719,Arvind,6,16,10,2017-03-09,1,615,0.33,239.85,0,March,2017
OD2724,Krithika,0,2,17,2018-12-05,1,655,0.16,262.0,0,December,2018
OD2726,Amy,6,16,4,2016-05-12,1,2351,0.3,517.22,0,May,2016
OD2728,Adavan,5,8,13,2018-05-11,1,569,0.23,34.14,0,May,2018
OD2729,Vince,4,11,9,2018-05-11,1,1020,0.16,71.4,0,May,2018
OD2732,Willams,2,15,15,2015-05-03,1,1568,0.26,266.56,0,May,2015
OD2734,Yadav,5,8,0,2018-03-10,1,1778,0.14,426.72,0,March,2018
OD2735,Arutra,2,4,23,2018-12-05,1,626,0.2,200.32,0,December,2018
OD2736,Willams,0,1,18,2015-05-03,1,1330,0.25,505.4,0,May,2015
OD2737,Sundar,0,1,0,2017-01-12,1,1502,0.24,480.64,0,January,2017
OD2741,Hussain,6,16,5,2018-11-05,1,2351,0.23,705.3,0,November,2018
OD2742,Jackson,1,13,2,2015-05-03,1,2321,0.24,603.46,0,May,2015
OD2744,Vince,1,21,9,2017-12-03,1,1636,0.22,392.64,0,December,2017
OD2745,Krithika,0,1,10,2016-04-12,1,1411,0.24,366.86,0,April,2016
OD2747,Sheeba,2,10,10,2018-05-12,1,1729,0.32,518.7,0,May,2018
OD2750,Sudeep,3,18,17,2018-02-09,1,2189,0.27,897.49,0,February,2018
OD2752,Suresh,6,5,19,2016-02-10,1,2470,0.25,568.1,0,February,2016
OD2754,Mathew,2,10,4,2018-08-12,1,608,0.28,54.72,0,August,2018
OD2756,Surya,6,5,22,2016-12-05,1,1065,0.12,85.2,0,December,2016
OD2758,Veena,2,15,7,2017-05-12,1,1992,0.28,418.32,0,May,2017
OD2759,Hussain,6,5,1,2018-08-12,1,1272,0.35,381.6,0,August,2018
OD2763,Suresh,2,15,20,2018-02-09,1,1251,0.23,75.06,0,February,2018
OD2764,Verma,2,4,14,2015-08-10,1,2074,0.27,477.02,0,August,2015
OD2765,Surya,3,18,19,2016-09-10,1,2121,0.32,487.83,0,September,2016
OD2766,Amy,0,3,16,2018-12-04,1,1967,0.14,491.75,0,December,2018
OD2767,Harish,1,13,1,2018-08-12,1,2190,0.12,810.3,0,August,2018
OD2770,Amy,6,5,15,2018-12-04,1,2125,0.11,658.75,0,December,2018
OD2772,Peer,2,10,4,2016-09-11,1,2012,0.27,804.8,0,September,2016
OD2775,Vinne,4,19,7,2017-01-12,1,731,0.32,321.64,0,January,2017
OD2777,Ganesh,4,12,11,2016-09-11,1,778,0.16,178.94,0,September,2016
OD2778,Mathew,3,20,14,2018-04-09,1,1284,0.12,231.12,0,April,2018
OD2782,Hafiz,1,21,8,2018-05-12,1,742,0.29,74.2,0,May,2018
OD2783,Amy,2,4,8,2017-12-08,1,2034,0.16,223.74,0,December,2017
OD2786,Jackson,3,20,2,2016-08-08,1,1816,0.21,635.6,0,August,2016
OD2789,Esther,1,21,13,2017-03-09,1,788,0.25,291.56,0,March,2017
OD2797,Yusuf,5,8,10,2018-01-11,1,1400,0.23,434.0,0,January,2018
OD2798,Amy,0,3,19,2015-11-03,1,752,0.25,218.08,0,November,2015
OD2799,Kumar,1,21,21,2018-05-11,1,1341,0.3,268.2,0,May,2018
OD2808,Ravi,1,21,11,2018-12-11,1,1443,0.28,490.62,0,December,2018
OD2812,Yadav,1,13,17,2018-07-07,1,2445,0.3,122.25,0,July,2018
OD2818,Sabeela,5,14,11,2018-04-12,1,2099,0.28,881.58,0,April,2018
OD2819,Suresh,4,19,11,2015-09-09,1,2145,0.11,493.35,0,September,2015
OD2821,Esther,0,2,3,2017-10-11,1,1145,0.35,137.4,0,October,2017
OD2823,Veronica,2,15,15,2018-04-09,1,2291,0.27,458.2,0,April,2018
OD2824,Surya,3,20,17,2018-04-09,1,671,0.13,33.55,0,April,2018
OD2829,Harish,0,2,2,2015-05-10,1,1051,0.2,388.87,0,May,2015
OD2832,Suresh,6,5,6,2015-10-05,1,1272,0.17,343.44,0,October,2015
OD2833,Peer,4,11,23,2016-05-12,1,2438,0.12,341.32,0,May,2016
OD2837,Suresh,0,3,19,2017-10-11,1,2439,0.25,1073.16,0,October,2017
OD2840,Jonas,6,6,15,2018-05-11,1,1424,0.17,356.0,0,May,2018
OD2841,Sharon,3,18,14,2015-05-03,1,2433,0.24,608.25,0,May,2015
OD2842,Komal,2,15,0,2015-11-03,1,1008,0.1,423.36,0,November,2015
OD2845,Alan,0,2,16,2015-01-12,1,1230,0.29,430.5,0,January,2015
OD2849,Harish,0,2,17,2018-04-09,1,1976,0.23,671.84,0,April,2018
OD2853,Shree,0,2,15,2018-04-09,1,2448,0.3,734.4,0,April,2018
OD2855,Willams,3,7,0,2016-05-12,1,1563,0.35,656.46,0,May,2016
OD2859,Harish,0,1,10,2017-03-11,3,691,0.29,48.37,0,March,2017
OD2863,Sundar,4,19,16,2018-09-12,3,1297,0.33,479.89,0,September,2018
OD2865,Vince,6,6,8,2017-01-05,3,1020,0.14,306.0,0,January,2017
OD2866,Esther,5,8,15,2015-05-05,3,2240,0.13,918.4,0,May,2015
OD2869,Krithika,3,7,12,2018-09-12,3,2374,0.32,284.88,0,September,2018
OD2872,Harish,5,14,8,2018-09-12,3,561,0.23,145.86,0,September,2018
OD2874,Suresh,4,19,21,2017-01-05,3,773,0.3,123.68,0,January,2017
OD2876,Anu,5,14,21,2015-05-05,3,1898,0.19,360.62,0,May,2015
OD2878,Shree,1,13,2,2016-08-11,3,1409,0.14,211.35,0,August,2016
OD2882,Vince,5,8,11,2017-03-11,3,558,0.11,189.72,0,March,2017
OD2885,Ganesh,2,10,12,2017-01-05,3,743,0.11,104.02,0,January,2017
OD2887,Hafiz,3,20,14,2015-05-05,3,2155,0.12,754.25,0,May,2015
OD2891,Ganesh,0,2,17,2018-11-09,3,829,0.27,157.51,0,November,2018
OD2892,Sudha,2,4,13,2016-01-03,3,1784,0.26,499.52,0,January,2016
OD2893,Verma,6,5,14,2018-09-12,3,1534,0.24,291.46,0,September,2018
OD2894,Veronica,5,22,7,2018-11-09,3,1486,0.21,297.2,0,November,2018
OD2895,Harish,1,21,4,2017-03-11,3,1559,0.28,265.03,0,March,2017
OD2897,Ramesh,3,20,20,2018-09-12,3,1227,0.34,441.72,0,September,2018
OD2898,Malik,0,1,9,2016-08-11,3,1155,0.11,473.55,0,August,2016
OD2906,Harish,6,5,11,2016-08-11,3,1273,0.34,63.65,0,August,2016
OD2907,Rumaiza,5,8,17,2017-09-05,3,2493,0.1,673.11,0,September,2017
OD2909,Surya,4,12,12,2017-02-02,3,1655,0.3,612.35,0,February,2017
OD2911,Sudeep,5,22,22,2017-05-12,3,2100,0.14,315.0,0,May,2017
OD2919,Verma,4,17,14,2017-04-09,3,1413,0.3,452.16,0,April,2017
OD2921,Ganesh,0,1,23,2017-04-09,3,1363,0.1,558.83,0,April,2017
OD2923,Sheeba,0,2,5,2016-09-03,3,1546,0.26,108.22,0,September,2016
OD2924,Veena,4,19,13,2015-11-04,3,1374,0.32,590.82,0,November,2015
